week,orders,lines,travel_total_km,travel_per_order_m,route_calc_s,aisle_gini,tput_mean_min,tput_p90_min,block_wait_total_h,policy,moves,opt_time_s,cell,factor,level
18,4195,84527,1905.5436000000002,454.241620977354,0.08033323287963867,0.6534063080435837,61.13403219244136,115.02375175665988,477.28631280931296,B1,0,0.0,F_2_0.8,blocksxpitch,2|0.8
19,5148,98986,2303.5284,447.4608391608392,0.09661459922790527,0.6386741559412442,74.40393255274752,131.9052348696781,635.432488633111,B1,0,0.0,F_2_0.8,blocksxpitch,2|0.8
20,4800,94279,2190.6755999999996,456.3907499999999,0.0906534194946289,0.6470913458988746,58.401633560143594,100.58026253988221,592.0187785777595,B1,0,0.0,F_2_0.8,blocksxpitch,2|0.8
21,5057,98283,2292.6612,453.363891635357,0.09594058990478516,0.6418660907786697,61.856820380238375,107.55880388946736,597.497548013995,B1,0,0.0,F_2_0.8,blocksxpitch,2|0.8
13,4619,92346,2031.8808000000001,439.8962546005629,0.08529186248779297,0.6570793537348667,54.32296444902125,101.76176233950284,560.3642255579149,A1,100,5.06,F_2_0.8,blocksxpitch,2|0.8
14,4926,101294,2210.0856,448.6572472594397,0.09364914894104004,0.6586298299998026,73.52013558936446,119.21852570174839,620.45265613871,A1,100,4.94,F_2_0.8,blocksxpitch,2|0.8
15,4428,87184,1988.2727999999997,449.02276422764226,0.08886361122131348,0.6577365112864746,59.09485851617712,126.183527160727,517.2212329764684,A1,100,5.48,F_2_0.8,blocksxpitch,2|0.8
16,5091,106001,2298.8832,451.5582793164408,0.09612250328063965,0.6610015471552155,65.25192912812781,106.03923669241485,664.3908397589593,A1,100,10.44,F_2_0.8,blocksxpitch,2|0.8
17,5240,99173,2236.2563999999998,426.7664885496183,0.0991964340209961,0.6589043892995069,61.80970211071665,126.83841172890996,602.7215372722468,A1,100,5.26,F_2_0.8,blocksxpitch,2|0.8
18,4195,84527,1868.9436,445.5169487485102,0.07976150512695312,0.6707315414009725,61.77499611250824,122.13388841153838,488.411085006004,A1,100,5.43,F_2_0.8,blocksxpitch,2|0.8
19,5148,98986,2255.928,438.2144522144522,0.09455204010009766,0.6536267755036066,66.36503764502112,118.4567015869604,614.261732915103,A1,100,5.3,F_2_0.8,blocksxpitch,2|0.8
20,4800,94279,2105.8704,438.72299999999996,0.08774924278259277,0.6681951972337424,53.185426439786674,98.1773161923148,539.1553329682313,A1,100,5.19,F_2_0.8,blocksxpitch,2|0.8
21,5057,98283,2239.3044000000004,442.8128139212973,0.09726381301879883,0.6584422026189677,56.71407863921088,95.95218401830058,598.6302436428034,A1,100,4.9,F_2_0.8,blocksxpitch,2|0.8
13,4619,92346,2464.158,533.4830049794327,0.08787798881530762,0.6443473458514717,93.30759441975991,168.48440004011132,666.0108641856831,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
14,4926,101294,2691.315,546.3489646772229,0.09477734565734863,0.6423791142614568,125.18470437245968,194.1073811407218,771.80139725322,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
15,4428,87184,2409.71,544.1982836495032,0.08084607124328613,0.6375567764727473,98.88789200409596,189.3903299007498,644.8362653511549,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
16,5091,106001,2798.434,549.6825770968376,0.11284399032592773,0.6393970339902454,121.12684958402484,208.93755594477406,803.8383346134067,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
17,5240,99173,2742.974,523.468320610687,0.09696030616760254,0.6325035543948454,102.85221583397107,194.39933874403513,737.5717968608928,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
18,4195,84527,2298.953,548.0221692491061,0.07915019989013672,0.6418697575922486,92.90293140753163,175.45059673695224,547.4252076364713,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
19,5148,98986,2756.013,535.3560606060606,0.09480571746826172,0.6283449174630756,109.19017133987283,185.0876744924037,727.2308097689788,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
20,4800,94279,2617.782,545.37125,0.10010075569152832,0.6370907094899182,96.66435432699528,162.83284703555572,701.6440666271245,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
21,5057,98283,2751.02,544.0023729483884,0.2744150161743164,0.6297292003703591,105.44823960494983,177.876483720561,755.9166142092265,B1,0,0.0,F_2_1.0,blocksxpitch,2|1.0
13,4619,92346,2438.828,527.9991340116909,0.0831756591796875,0.6494439390986074,90.4723002347247,160.16524136700437,663.5151301753592,A1,100,12.59,F_2_1.0,blocksxpitch,2|1.0
14,4926,101294,2656.959,539.3745432399513,0.09109926223754883,0.6478182320769246,114.60951933931975,175.85373585141267,745.760988106486,A1,100,5.27,F_2_1.0,blocksxpitch,2|1.0
15,4428,87184,2348.187,530.3042005420054,0.0881643295288086,0.6501060974490732,86.40437664610069,172.3065662242676,598.7877160817163,A1,100,5.48,F_2_1.0,blocksxpitch,2|1.0
16,5091,106001,2711.358,532.5786682380672,0.09287095069885254,0.6534568070112546,113.85642171449233,177.25995202410607,785.2726896552165,A1,100,5.48,F_2_1.0,blocksxpitch,2|1.0
17,5240,99173,2653.419,506.3776717557252,0.09462428092956543,0.6509279239309086,111.08959722769292,207.74920096468614,780.2013435675643,A1,100,5.3,F_2_1.0,blocksxpitch,2|1.0
18,4195,84527,2216.275,528.3134684147795,0.07528901100158691,0.6624602198114212,86.24129179918354,156.14219313356793,551.8754210467655,A1,99,5.24,F_2_1.0,blocksxpitch,2|1.0
19,5148,98986,2680.144,520.6184926184926,0.09386873245239258,0.6437880104257168,109.74950417466128,185.25907222807297,757.2418910455763,A1,100,5.82,F_2_1.0,blocksxpitch,2|1.0
20,4800,94279,2512.21,523.3770833333333,0.08982205390930176,0.6561050180846212,92.65469892273724,147.43626739794294,698.2075245340269,A1,100,5.25,F_2_1.0,blocksxpitch,2|1.0
21,5057,98283,2683.265,530.6041131105399,0.09237003326416016,0.6446544672018558,104.19734746673834,179.31881452892952,767.5837411493341,A1,100,5.03,F_2_1.0,blocksxpitch,2|1.0
13,4619,92346,2927.6025,633.8173847153064,0.08116579055786133,0.6353659064821432,143.42885477353218,232.2355726262007,810.5383272879246,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
14,4926,101294,3188.31,647.2411693057247,0.08795595169067383,0.633224574012281,168.706791022858,255.84435464440224,876.6465930489605,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
15,4428,87184,2870.51925,648.2654132791328,0.07864665985107422,0.6284214993576803,157.20465335892644,290.3977131426258,795.0465865154239,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
16,5091,106001,3344.05875,656.8569534472599,0.09415125846862793,0.6284584579390761,183.88966049155624,298.8857231879922,973.1354691021683,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
17,5240,99173,3289.31625,627.732108778626,0.1045386791229248,0.61991746745586,151.7580320868363,246.63621833506983,840.2407897474891,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
18,4195,84527,2761.866,658.3709177592372,0.0805351734161377,0.6308082032959883,154.86055588837203,295.2493645750192,731.8075842140859,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
19,5148,98986,3304.557,641.9108391608391,0.0945124626159668,0.6189243933485543,175.20409395540486,298.5407261984088,922.8800641694382,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
20,4800,94279,3139.45875,654.05390625,0.09011268615722656,0.6282637172647143,156.19030026673036,255.30811104768782,890.8411537449684,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
21,5057,98283,3290.415,650.6654142772395,0.09108233451843262,0.6194145986589746,160.07829861455366,270.49593364386584,881.6405975749057,B1,0,0.0,F_2_1.25,blocksxpitch,2|1.25
13,4619,92346,2921.65275,632.5292812297034,0.08349967002868652,0.6385820717735473,150.92251852037055,249.8897341868403,849.3594047458961,A1,100,5.26,F_2_1.25,blocksxpitch,2|1.25
14,4926,101294,3187.545,647.0858708891595,0.08986401557922363,0.6363604951922127,170.6556054010869,260.58239256836714,893.6603976653275,A1,100,4.99,F_2_1.25,blocksxpitch,2|1.25
15,4428,87184,2832.76575,639.7393292682926,0.11030077934265137,0.637393329051202,155.12227721829916,295.434257111071,793.3566675820778,A1,100,6.47,F_2_1.25,blocksxpitch,2|1.25
16,5091,106001,3241.54725,636.7211255156158,0.11055994033813477,0.6448493410439524,170.34253864201344,270.5027881925077,926.8030136227203,A1,100,9.98,F_2_1.25,blocksxpitch,2|1.25
17,5240,99173,3179.4645,606.768034351145,0.0912015438079834,0.6377126334788703,170.5661389217963,293.35151004508697,933.7338136858554,A1,100,5.97,F_2_1.25,blocksxpitch,2|1.25
18,4195,84527,2676.87225,638.1101907032181,0.0742943286895752,0.6483854271416234,142.7854793801125,266.5084827555983,706.520971495661,A1,99,5.27,F_2_1.25,blocksxpitch,2|1.25
