week,A1_pool,Exact_assignment_same_state,exact_minus_a1_km,exact_vs_a1_pct,exact_route_better
13,2438.828,2445.595,6.766999999999825,0.2774693418313934,False
14,2656.959,2660.101,3.14200000000028,0.11825549434523186,False
15,2348.187,2353.055,4.867999999999938,0.20730887276012577,False
16,2711.358,2718.879,7.520999999999731,0.27738867386748467,False
17,2653.419,2649.96,-3.4589999999998327,-0.13036011274509818,True
18,2216.275,2225.617,9.342000000000098,0.4215180877824354,False
19,2680.144,2680.181,0.037000000000261934,0.001380522837579612,False
20,2512.21,2511.784,-0.4259999999999309,-0.016957181127374987,True
21,2683.265,2690.784,7.519000000000233,0.2802183161186189,False
