week,orders,lines,travel_total_km,travel_per_order_m,route_calc_s,aisle_gini,tput_mean_min,tput_p90_min,block_wait_total_h,policy,moves,mandatory_admissions,mandatory_evictions,mandatory_budget_charge,optional_budget_limit,entrants_signature,evictions_signature,membership_signature,admission_slots_signature,admission_mean_depot_m,slotted_skus,total_skus,previously_unseen_lines
73,432,10038,342.876,793.6944444444445,0.00869297981262207,0.6357142857142857,18.746146307096847,36.82999999999689,11.710660818504772,A1_open,99,47,0,0,100,fcaf1d6638e78cc3745965dbb80a41367e67823b4efca4e6d8aeacc199b64f22,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1d6119eb7e62d83a084b6442b86464b08dabbd97d4526351e8bd4cf7f4d6a559,779478a44a95823465fc39c671f820102dde47dcf283aa88fbfc7bf8085856d9,160.41489361702128,4417,4881,1519
74,454,9292,330.912,728.8810572687224,0.008201122283935547,0.6527442961687473,15.677121431833038,28.919999999999995,0.892441056425988,A1_open,100,6,0,0,100,f410d7bcfb51754c965a2ecdba1d89ce630564af00e8532c7882534064c238d8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,661035ffbc58fcfb40de63a408c7e64860a8dce07ee18af1bcc911675db7ae74,d6c52b4d2f4a5f83a4c73d0fd1d70f1b9269c79f154cb34dee7d2ecc72a86b13,163.0,4423,4881,1738
75,345,7206,230.292,667.5130434782609,0.0060100555419921875,0.680127671384957,14.678059053833946,27.759999999999614,0.41217289287994086,A1_open,100,5,0,0,100,40477cda64316d246d739f91fdaa22ed53778356c1fc2ea4331d3f4a7ed52f00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0dc439f6644f2761b2e6dbb75bbcae1fddaa69649c651a7301acbf67ea7e3522,83136d80facd351e9fe18b94e5ef1e6debc561f2fe86f0e19937786ddfcd504d,163.5,4428,4881,1184
76,259,6588,192.456,743.073359073359,0.004936933517456055,0.6628111718275652,16.87704550705619,30.95794871795128,1.092579772125092,A1_open,100,22,0,0,100,5cfd11674ef4f553645c829253b99af77c9b6ec93f98b7dd243f33bf83a90aa7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ec85b51a27c6397129a50fdc3c56f77016f7b6b2290dc275faa00d3171f4ff89,104753c465194d18894ffd172fea0ef386b667f822a17a52f1770b3cd9b299b0,165.4090909090909,4450,4881,1021
77,406,9202,313.062,771.0886699507389,0.007728099822998047,0.6297815692240817,17.231743098795683,32.850000000008976,4.078683857405502,A1_open,100,26,0,0,100,e4cb019d81d286ac2211c066dbde138bf25e4abac91ad618a1bef7406caf6474,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,75b48593b26b9e200fa42efdb3538824083c6e7bde0c65f2a24e1d210fd41b24,5b82d18d219d6d3a76a7638082bebf778705d7459b6c9d494cffc662ea46a823,169.5,4476,4881,1464
78,368,8197,279.6,759.7826086956521,0.007663726806640625,0.622852873002318,16.495926595537107,30.326666666669485,0.7389053415180403,A1_open,100,41,37,0,100,22d6f4c96fe05d7e522d8b9ce93de6255a5df192486a9fc606caaaad4edf00ac,eafa8d771f19542d25d2d157542eb5885c1d6d9fd015489fd3513672d9ef2f85,c87ec4bcdcd13c57e609f6fc6a2bd99cde973d62ff48388d9d280a8f299d1d05,23033eef2a4c45dd7c84c15079c41b5a206982151f7b4374579cb1b09987e66d,148.5,4480,4881,1846
79,334,8013,261.618,783.2874251497007,0.006211519241333008,0.6228597279420941,17.14334236469277,33.069999999999915,0.5012724967915534,A1_open,100,22,22,0,100,2c9df3b009d55089bdadf9accabfcc65ce55c80b7b2a028fef6d1d8fcd082b57,6d622713b90af873f62178ea8fbbebf7e768088bd50180848a66368dddb86018,e6104823c3cc06fe599b469ade58c534b2b6ec9a51364f79be553bec7afe7cde,5604a37e66e5c9835617d60bc5db2db45cbbdac8491751a0f55e7ee81e324c33,142.8181818181818,4480,4881,1610
80,284,6600,204.39,719.6830985915493,0.008351802825927734,0.6013787878787878,16.014359642704783,30.49000000000054,0.6929689754690761,A1_open,100,1,1,0,100,0337d6fcd298bc6696a8cade92eb2bc0568f213653c0df0349aafaf285f524a4,bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,68b0df8bbc81e3f860a3a9c39ae32e4842620ded1887255751bb805aa1064ebd,94ded60a4be6bf12c2d67aae27d14d7586d5feb0aa070b22121dff124f07138e,130.5,4480,4881,1201
81,359,10370,285.144,794.2729805013928,0.008767366409301758,0.5827049180327869,18.341575251713717,33.33333333333411,1.731536367196626,A1_open,100,5,5,0,100,6bd35888a5f13d45d01a2515124217ce4015deed3137591d36b51a669503f9bc,3c1dd8b417f27e58da063ec514e03f98beacda64744d670daada43a8e77e694a,9465bb508edd4aeb1abf26a37a95e8ce8b5f1df9421f65eb3b344cc900ea0ce4,b99bd8fb5edbd4c1759ec84dae29ec1c0835eaf69a69b9aaccba4eaa8ab701f8,147.5,4480,4881,1742
82,325,8722,266.826,821.003076923077,0.0062923431396484375,0.5831174042650769,18.20348131868128,32.87333333333427,0.2560793650794949,A1_open,100,11,11,0,100,dca6cd1e6b6f1a1a30f87a9ce75d612337cf32c27cf9ecaf1a84c7b177827703,47c284f0ff1b07067fef27648653e0c972bc99e361e6dc37adb56d7510a8dc0d,0156f3f025e08eab2e4982f2462e12d4ae2d52ebbf2506cbe35c59b649118cbc,b5a4c1c1c1bf09066548452e2bd306c53c85d2ae22183907d888227be7140857,146.86363636363637,4480,4881,1600
83,358,9552,286.548,800.413407821229,0.006854534149169922,0.6043132328308207,17.978245021307963,33.413333333333334,1.1401952938034288,A1_open,100,13,13,0,100,df66f14e2124685528d01e05706446fcf13fb186b44d450a3609c30582c35130,930d00610baa04d01b68edcd9a37b2c59a6c73070e129e5d44fd8bae8e5f7a0e,d396e4306316dbaefd58f1763eaec0f90dec52ed3cb27e195f3d1e4576aa489b,c304daefffc10449dd1df580f77334624c310cfce83421b729d267ef3fda1154,136.03846153846155,4480,4881,1853
84,341,8227,267.852,785.4897360703812,0.007140159606933594,0.6233225963291601,17.241171335217153,30.633333333337212,0.7312126440385893,A1_open,100,1,1,0,100,81e3115919b4a97b3a2d74945e11f722782beabd40af734e2a2e8266fb2c9542,85daaf6f7055cd5736287faed9603d712920092c4f8fd0097ec3b650bf27530e,b773db06b8e5cb249c1e601d8ee3427ef8642531b3bcd2c6222943fa7de78835,6b37e1c3761f221579ed0f6b499e36623d5aac8958e9a1a5664593f1f1949f4a,142.5,4480,4881,1706
85,313,7752,242.514,774.8051118210863,0.005950927734375,0.6228199174406605,17.083914111690497,31.779999999999816,0.22275194931777756,A1_open,100,17,17,0,100,6b3038135d4aa2e613787b3870393fe1de236ea8290b9c7aa52f2c89667f5140,c172ee4446bf1c843d392c354dc7e125981257519723f6bda6f3346e8fd07383,3e3b6eb515efd491f45696d5d28954e8b3604c696d425ee8eb75843d0087f5ee,4a194e962728dc18744f63328fa55e68a0357a8731c568c517ceab3355f75b70,141.5,4480,4881,1668
86,270,7446,220.008,814.8444444444444,0.005155801773071289,0.6269607843137255,18.218276515151523,34.28999999999223,0.18557765151516328,A1_open,100,8,8,0,100,f9d28e3391c24ed71d8c782353f98a685b8706f69142bc9832368108b3fc90a6,468e516a8aeebbfba7c9d3e99ea590d3f25f27c0dcca944c8cf5a33b423bbd9b,17154d40482f9ec4f50cc75813358d23548d684c03d1d5186d86389b2beeb19f,2831bf1beae84ffe7b496d1f8a03ef546ad672d015d2a21ceaeb2b49e81c366f,134.75,4480,4881,1635
87,314,6905,240.252,765.1337579617834,0.005905866622924805,0.6361006517016654,16.453469062784357,28.686666666667005,0.18926587301587358,A1_open,100,2,2,0,100,d48c15dca6b78a2488a2f01b63ef71af9bcb479c042a2a8b23e7f0a3a1ebfb43,93bdca1d6045a6b4ef0e1f3b6200743663157846cef7a84db6e946c085179163,60441dbb46116b898be3009d7ac48ecc0c3d9115faaafb275b99fdcf4dcaa3f0,852a49cf54b91b3a949da5186c4cabd091147a80fcd83bbe90761c15ecab26c0,120.5,4480,4881,1521
88,358,7887,274.266,766.1061452513967,0.0067174434661865234,0.628879802206162,16.529741873195142,31.539999999999928,0.5341265100641653,A1_open,100,9,9,0,100,5a6be63cb1e83a3e207bac05b7a14bfd66d213a895306886bb246e111b107dfd,b515d70608176541bc231113cea5515dae627f599c93531d5880870eb218920a,679402f3a0de6427bccbf8b9d417bc5eef74cd9149b7ab1e41de3405bc4c4966,f66735577824971f8b5be6cd0c54f1e3031781ae7a1ec6ed9633c676d75a2308,126.16666666666667,4480,4881,1810
