week,orders,lines,travel_total_km,travel_per_order_m,route_calc_s,aisle_gini,tput_mean_min,tput_p90_min,block_wait_total_h,policy,moves,mandatory_admissions,mandatory_evictions,mandatory_budget_charge,optional_budget_limit,entrants_signature,evictions_signature,membership_signature,admission_slots_signature,admission_mean_depot_m,slotted_skus,total_skus,previously_unseen_lines
62,287,7530,252.012,878.0905923344948,0.0057713985443115234,0.5891035856573705,19.072759223358425,35.926666666660466,0.31136495173108414,B1_open,0,0,0,0,100,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,94d6fa2b9fcf63efe736966dbf780eda024d90f81180e3c0ad180bb8e683331e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,4253,4881,0
63,285,7192,243.948,855.9578947368421,0.005501747131347656,0.5594201890989989,18.476252436647332,35.08000000000092,0.021087962962962288,B1_open,0,23,0,0,100,9ffc769c793f89e3fbf655c8a0b2083dc57841baee1578d3887015cd344866de,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,300234d8264288375662f186df5d2c6816144231f0c5fb16f1be723de41ac7f4,e725650b2fe7fdf2212de6ac9faa478304246c37bad575e2e04272b0f756211e,151.02173913043478,4276,4881,90
64,292,7245,244.56,837.5342465753424,0.0056989192962646484,0.5527156659765355,18.209135273972507,34.78333333332316,0.5594583333333399,B1_open,0,8,0,0,100,01213a15f6027cedaf168ed4cf1b1204b4fe7724ff25b6e86de6f00e948f082e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a9198e58d063bbec63f974daf8a98fa99bf63b576336efd67441458bc5bc961c,d32061f84fd357bab9a5ccf9d51d002f7b83ff08d081e00b3bd751f80fc3ef53,152.0,4284,4881,188
65,338,7966,276.66,818.5207100591716,0.006417989730834961,0.5521026864172734,18.04772076827749,34.060000000002994,2.6910492168509497,B1_open,0,0,0,0,100,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a9198e58d063bbec63f974daf8a98fa99bf63b576336efd67441458bc5bc961c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,4284,4881,207
66,324,8224,283.464,874.8888888888889,0.006341457366943359,0.5567363813229572,19.094862176289485,35.71999999999927,1.5278113075194697,B1_open,0,8,0,0,100,cfc9ccf9e99e7c3caea4035635a65b63c37ff5cab2ac861e7edc12fb9825ad07,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,16c2ca91eb98cf5b69061bf2001fe4a5a41ea25ae5aa7c827461f2b4a7d1ca88,5b6150685696be92239d57700cae7baaed7521eafec42e95e8c1c24f683bac28,152.5,4292,4881,201
67,354,8629,300.486,848.8305084745763,0.0069141387939453125,0.5482703673658593,18.458610954538088,39.193333333334344,1.4680268539980859,B1_open,0,2,0,0,100,5406d4bec75e616a7b59137b3d05b06d5cdea8988c4c5e8c75e889fbeac90399,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,80e60c703fb27e4df1a00b7c9abf1bb44fc5e7ea76a8bf44600d3a7a42fedd43,0aa7ee0914ed964e95ce43e23f3d91070b0834d766af202eb36d74dfa85278fe,152.5,4294,4881,309
68,313,7633,286.836,916.408945686901,0.0063211917877197266,0.5287665400235818,19.383557021973054,35.0333333333477,0.23811135351567525,B1_open,0,4,0,0,100,9d111ae5162dde85d5a8f808cded43e8836d2da173ecf303ed86d941d83fb025,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6e330fdc9b287f454781212027682d4b860f8a4bf0d45df7225bffcc2802a0a4,0dfb7202296bfdb7e616c9f9622e72c3ded822fbf267685d4a8a15132993551f,153.0,4298,4881,234
69,366,7305,314.418,859.0655737704918,0.007653713226318359,0.5474845995893224,17.980342102201686,31.999999999992724,2.0500868234314535,B1_open,0,9,0,0,100,829e346b84affc88e191d9e16f76eb1c6db65a9b0eb0e6470e76fcd367ebfeae,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e40216fb8c34a50a2f448cd88813df057492fc56d03832334d4ce842d3de5eb0,1fc49d40d67fb0a38f7a13a2cb20c5f7895eacc48574d1331da8d659354c19d7,153.5,4307,4881,419
70,271,7825,249.48,920.590405904059,0.005469322204589844,0.5054217252396166,20.765684768530274,40.433333333330665,2.7555650934169726,B1_open,0,31,0,0,100,5b5217455721ed5bb378b602e065a770d2a4051f4d42176730aa8dd74a80c274,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dfb4483c98202e675dcecc0c046a4f1a6d424d1748c0edaddd9537774415a8b8,dd2ac6c849b71037dc8848f934fb2870c75820cf8ca6f51da97d91bd85e9fbe7,154.7258064516129,4338,4881,470
71,215,4681,180.582,839.9162790697675,0.0042192935943603516,0.5170529801324504,17.712451215554946,37.10257272139628,0.3051724112947272,B1_open,0,13,0,0,100,07dcca1ce0d89316d0860cfbe66ecc7c2c039c25d48988ef798d8b86ebfde051,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8d29593022936be64e561b719d5a9b6a2952c4e6ec5cfc8a099ff2ff66273ed4,1a8517d3fcaf7b5600b2687c54a1ab230103caae50050eb5287719635e2a55eb,156.34615384615384,4351,4881,316
72,365,7788,303.498,831.5013698630137,0.009885549545288086,0.5186440677966102,17.531946065911416,32.91466666666567,0.7143385676285955,B1_open,0,19,0,0,100,f1692aedfe0f9cb8a70870599f2837b52493db723e09d4078fe57dfada4a2a7d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a29229d41c28b4f6c8f9db6d2a80647d410a7d0cbd6f5e8705044e5342ad1692,12273822e1706f664ceca2f376457aff107c9084d02a5090545e70cbcf667531,157.55263157894737,4370,4881,798
73,432,10038,397.35,919.7916666666666,0.00899505615234375,0.5089609483960948,20.763620279302025,40.38171539962393,11.07292071182897,B1_open,0,47,0,0,100,fcaf1d6638e78cc3745965dbb80a41367e67823b4efca4e6d8aeacc199b64f22,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1d6119eb7e62d83a084b6442b86464b08dabbd97d4526351e8bd4cf7f4d6a559,779478a44a95823465fc39c671f820102dde47dcf283aa88fbfc7bf8085856d9,160.41489361702128,4417,4881,1519
74,454,9292,393.834,867.4757709251102,0.009268045425415039,0.5078024106758502,18.06999486976211,32.45666666666599,1.5201834034224166,B1_open,0,6,0,0,100,f410d7bcfb51754c965a2ecdba1d89ce630564af00e8532c7882534064c238d8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,661035ffbc58fcfb40de63a408c7e64860a8dce07ee18af1bcc911675db7ae74,d6c52b4d2f4a5f83a4c73d0fd1d70f1b9269c79f154cb34dee7d2ecc72a86b13,163.0,4423,4881,1738
75,345,7206,297.612,862.6434782608695,0.007021665573120117,0.515924229808493,17.872883423608133,33.52666666666726,0.08241301907968591,B1_open,0,5,0,0,100,40477cda64316d246d739f91fdaa22ed53778356c1fc2ea4331d3f4a7ed52f00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0dc439f6644f2761b2e6dbb75bbcae1fddaa69649c651a7301acbf67ea7e3522,83136d80facd351e9fe18b94e5ef1e6debc561f2fe86f0e19937786ddfcd504d,163.5,4428,4881,1184
76,259,6588,236.94,914.8262548262549,0.005331993103027344,0.5145491803278689,19.676316890550314,36.29999999999987,0.8194345775436037,B1_open,0,22,0,0,100,5cfd11674ef4f553645c829253b99af77c9b6ec93f98b7dd243f33bf83a90aa7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ec85b51a27c6397129a50fdc3c56f77016f7b6b2290dc275faa00d3171f4ff89,104753c465194d18894ffd172fea0ef386b667f822a17a52f1770b3cd9b299b0,165.4090909090909,4450,4881,1021
77,406,9202,376.956,928.4630541871921,0.008898019790649414,0.4894696805042382,19.773553735186802,37.566666666663636,3.5299358303210706,B1_open,0,26,0,0,100,e4cb019d81d286ac2211c066dbde138bf25e4abac91ad618a1bef7406caf6474,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,75b48593b26b9e200fa42efdb3538824083c6e7bde0c65f2a24e1d210fd41b24,5b82d18d219d6d3a76a7638082bebf778705d7459b6c9d494cffc662ea46a823,169.5,4476,4881,1464
78,368,8197,331.38,900.4891304347826,0.00784444808959961,0.48304562644870075,18.84248338529233,36.2400000000058,0.7477869853476781,B1_open,0,41,37,0,100,22d6f4c96fe05d7e522d8b9ce93de6255a5df192486a9fc606caaaad4edf00ac,eafa8d771f19542d25d2d157542eb5885c1d6d9fd015489fd3513672d9ef2f85,c87ec4bcdcd13c57e609f6fc6a2bd99cde973d62ff48388d9d280a8f299d1d05,23033eef2a4c45dd7c84c15079c41b5a206982151f7b4374579cb1b09987e66d,148.5,4480,4881,1846
79,334,8013,313.404,938.3353293413173,0.0070230960845947266,0.4699893922376139,19.711369429599547,36.356666666664744,0.41162315810430605,B1_open,0,22,22,0,100,2c9df3b009d55089bdadf9accabfcc65ce55c80b7b2a028fef6d1d8fcd082b57,6d622713b90af873f62178ea8fbbebf7e768088bd50180848a66368dddb86018,e6104823c3cc06fe599b469ade58c534b2b6ec9a51364f79be553bec7afe7cde,5604a37e66e5c9835617d60bc5db2db45cbbdac8491751a0f55e7ee81e324c33,142.8181818181818,4480,4881,1610
80,284,6600,249.048,876.9295774647887,0.0058710575103759766,0.45643181818181816,18.63245808182412,33.86333333333018,0.6803015873015101,B1_open,0,1,1,0,100,0337d6fcd298bc6696a8cade92eb2bc0568f213653c0df0349aafaf285f524a4,bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,68b0df8bbc81e3f860a3a9c39ae32e4842620ded1887255751bb805aa1064ebd,94ded60a4be6bf12c2d67aae27d14d7586d5feb0aa070b22121dff124f07138e,130.5,4480,4881,1201
81,359,10370,344.784,960.4011142061281,0.007745265960693359,0.4192719382835101,21.210518433710785,34.999999999999496,2.330713072813001,B1_open,0,5,5,0,100,6bd35888a5f13d45d01a2515124217ce4015deed3137591d36b51a669503f9bc,3c1dd8b417f27e58da063ec514e03f98beacda64744d670daada43a8e77e694a,9465bb508edd4aeb1abf26a37a95e8ce8b5f1df9421f65eb3b344cc900ea0ce4,b99bd8fb5edbd4c1759ec84dae29ec1c0835eaf69a69b9aaccba4eaa8ab701f8,147.5,4480,4881,1742
82,325,8722,312.756,962.3261538461538,0.007063627243041992,0.4283994496675074,20.61816224260099,35.46666666667443,0.5772677029762255,B1_open,0,11,11,0,100,dca6cd1e6b6f1a1a30f87a9ce75d612337cf32c27cf9ecaf1a84c7b177827703,47c284f0ff1b07067fef27648653e0c972bc99e361e6dc37adb56d7510a8dc0d,0156f3f025e08eab2e4982f2462e12d4ae2d52ebbf2506cbe35c59b649118cbc,b5a4c1c1c1bf09066548452e2bd306c53c85d2ae22183907d888227be7140857,146.86363636363637,4480,4881,1600
83,358,9552,339.99,949.6927374301677,0.007605791091918945,0.45192629815745394,20.451248968912275,36.58222222222286,1.0507855145108758,B1_open,0,13,13,0,100,df66f14e2124685528d01e05706446fcf13fb186b44d450a3609c30582c35130,930d00610baa04d01b68edcd9a37b2c59a6c73070e129e5d44fd8bae8e5f7a0e,d396e4306316dbaefd58f1763eaec0f90dec52ed3cb27e195f3d1e4576aa489b,c304daefffc10449dd1df580f77334624c310cfce83421b729d267ef3fda1154,136.03846153846155,4480,4881,1853
84,341,8227,327.186,959.4897360703812,0.0075800418853759766,0.4714810988209554,20.032555373472068,34.20000000000145,0.11391192812247633,B1_open,0,1,1,0,100,81e3115919b4a97b3a2d74945e11f722782beabd40af734e2a2e8266fb2c9542,85daaf6f7055cd5736287faed9603d712920092c4f8fd0097ec3b650bf27530e,b773db06b8e5cb249c1e601d8ee3427ef8642531b3bcd2c6222943fa7de78835,6b37e1c3761f221579ed0f6b499e36623d5aac8958e9a1a5664593f1f1949f4a,142.5,4480,4881,1706
85,313,7752,290.898,929.3865814696486,0.006529808044433594,0.4840041279669763,19.750755695512364,35.83333333333062,0.6947755449231126,B1_open,0,17,17,0,100,6b3038135d4aa2e613787b3870393fe1de236ea8290b9c7aa52f2c89667f5140,c172ee4446bf1c843d392c354dc7e125981257519723f6bda6f3346e8fd07383,3e3b6eb515efd491f45696d5d28954e8b3604c696d425ee8eb75843d0087f5ee,4a194e962728dc18744f63328fa55e68a0357a8731c568c517ceab3355f75b70,141.5,4480,4881,1668
86,270,7446,267.048,989.0666666666667,0.005890369415283203,0.47724281493419285,21.14122563650366,39.56666666666842,0.2721820309320553,B1_open,0,8,8,0,100,f9d28e3391c24ed71d8c782353f98a685b8706f69142bc9832368108b3fc90a6,468e516a8aeebbfba7c9d3e99ea590d3f25f27c0dcca944c8cf5a33b423bbd9b,17154d40482f9ec4f50cc75813358d23548d684c03d1d5186d86389b2beeb19f,2831bf1beae84ffe7b496d1f8a03ef546ad672d015d2a21ceaeb2b49e81c366f,134.75,4480,4881,1635
87,314,6905,293.256,933.9363057324841,0.006955623626708984,0.48501448225923244,19.24673024874837,33.70000000000127,0.0839994128964645,B1_open,0,2,2,0,100,d48c15dca6b78a2488a2f01b63ef71af9bcb479c042a2a8b23e7f0a3a1ebfb43,93bdca1d6045a6b4ef0e1f3b6200743663157846cef7a84db6e946c085179163,60441dbb46116b898be3009d7ac48ecc0c3d9115faaafb275b99fdcf4dcaa3f0,852a49cf54b91b3a949da5186c4cabd091147a80fcd83bbe90761c15ecab26c0,120.5,4480,4881,1521
88,358,7887,334.176,933.4525139664804,0.007596254348754883,0.4746640040573095,19.394379153835793,36.7933333333291,0.9847956178873473,B1_open,0,9,9,0,100,5a6be63cb1e83a3e207bac05b7a14bfd66d213a895306886bb246e111b107dfd,b515d70608176541bc231113cea5515dae627f599c93531d5880870eb218920a,679402f3a0de6427bccbf8b9d417bc5eef74cd9149b7ab1e41de3405bc4c4966,f66735577824971f8b5be6cd0c54f1e3031781ae7a1ec6ed9633c676d75a2308,126.16666666666667,4480,4881,1810
89,282,9374,292.26,1036.3829787234042,0.006159305572509766,0.4353691060379774,23.75829166909377,47.80000000000103,4.441748622518687,B1_open,0,21,21,0,100,653277e5c4f335d3bfcbad13188f715bdd7b5b1c8e7a9f93f24b2e7d88653fc5,90489e6fb4fc3c5b1aacbe73508e1c0a8fad3c812e4f7dfa8031797b02dda533,c050cb6a71f42aff2cae483217a89165a59052a8d5fe8f3d426214336d5a5abc,ac3529f2d6aee84e90e73d1cb59d1082a106df01fe663623c98abe48300bf37f,125.54761904761905,4480,4881,1973
90,390,10054,382.08,979.6923076923077,0.00843667984008789,0.4566938531927591,20.89915142368808,37.6333333333284,1.7833731428626545,B1_open,0,37,37,0,100,563f019704a97df62ca39fb8c599d9928ed63e293225ef0006b9451a87fc9df8,51498a28cde2285e307451bbe7129df64562e313c21362525584305a69dc58b8,e3e2b08aa7b25bede7a7888704ea6e1c0a1a054c7ecbb686d735091a85e555ba,af493a482a8203947e29c64ddcdef97dc783d884c50dee35c148cd7f00a77dc1,129.71621621621622,4480,4881,2393
91,372,10220,380.448,1022.7096774193549,0.00813603401184082,0.4480381604696673,21.87867601726582,40.39333333333369,1.5789024181609128,B1_open,0,10,10,0,100,1572644bf193cc768f52093f794375e1803686090fb9ec11e3a6912b24cbb756,01535a8c78aeff6e85bb6ff448d1de60db7bf584d8c0d1b6147126e5e385a71f,d389a43845d4c2c3a77a3e0182785db3e783a4be478598dee699e1e531997fa3,1dfd5ef9eb3107e2afc7f5e77fdcb39efb3f79660c511f7e095cca2ebcfa6aa5,123.0,4480,4881,2693
92,465,13269,497.658,1070.2322580645161,0.010334491729736328,0.43159431758233474,23.504946316630157,39.30828282827978,7.0666672872150755,B1_open,0,36,36,0,100,56cd26733ca258f6ed48ef273eda8a74f508ed0408ecc3525033129a7a2dcf59,faa09afd1c75235d0ae3b72b614257790bfb1879f9c56d27bfae7deeb1fee568,9f939bd215f4ee5c80d8d5c6e9af1fc31f65338dbd4d60efdb743a6172c92c29,178c3de8a0a94df7aaacb7f51ec7c8da834fb07fd9a583c518de490a55006ca1,128.22222222222223,4480,4881,3664
93,440,11883,458.442,1041.9136363636364,0.009537458419799805,0.41586930909702935,22.257317097463957,41.20333333333702,2.8669920480683384,B1_open,0,21,21,0,100,d38f493e9d50b364d549345fa7f4f0a3719fb34617a2f523500fa86e533fb97c,bc18a2bc058748dc100aac7896082074bde989a0c219c78166c1ba9965d8380b,e539f6d58eb284076264eb036475f038cca23857f37b7643dce3216ea1ecfe97,180a1727eba23c168d80fbd358505baf57a5fd2f65b70605cfc073176e5367cf,127.5952380952381,4480,4881,3291
94,489,13883,513.966,1051.0552147239264,0.010561466217041016,0.4078135129294821,22.809483239475444,42.01333333333178,4.565066179502449,B1_open,0,29,29,0,100,08036e5b38a688ca27eedc5dabd6495c8e8742c75f7801c435ae447ba3182314,49c7f8af2c59df951be9f51d272f52bb3d4738df418e7eeaf5cbfd905a58e4ad,ded5d86a17e6afde62578df4c34a3cf3a573bbf3f053efb27230c10d71c088a5,17242cbaf21a135a1b1ef001838269a7af83556008ed2525de5683890aa8e4e6,120.15517241379311,4480,4881,4265
95,451,12855,469.356,1040.70066518847,0.00977468490600586,0.40675807078957604,22.30011005415514,41.63333333333261,1.5374939070653424,B1_open,0,23,23,0,100,9a071fcd9be166a0d90d7872b3aa5824f9cb354421f569d16c23a2e8c1566639,7fd9cef9731ec221021574a79273b8224c3d2db19a71de52d49350f408992d73,6927f214ea7fe82c53478a23c6f10a3d62bac22e7dc870351ff81a499c03c0d4,1031e64b4731b74a558c8f61fde82370c4eca4de6170bc51514468a84e0d9a97,117.1086956521739,4480,4881,3716
96,446,13394,488.076,1094.340807174888,0.010023832321166992,0.37504479617739284,23.916654283175127,46.73333333332369,4.9982412827115645,B1_open,0,32,32,0,100,3bc443a9b0e8d153ae8f37ca8fd8f396e0ed05f4d92142011fc431a55f525ce5,5d682cd6d6b58caef38b47463e789dcae4c6abf6afe261538ff03431bf21b719,bd6d4adda819c368aa2bb55033c7f288eabd5bba673764e8de056edfcfd6bed5,182fd699d63ea1f9239d2c48a782b9937bf1f639b98df8ca38de4dd6b461b6b4,116.46875,4480,4881,3962
97,532,14137,552.39,1038.327067669173,0.012614250183105469,0.3889704321991936,22.21168540730609,40.450000000011066,4.232499500336185,B1_open,0,17,17,0,100,26faf669dadaec84916632cbc17b301f7fd43b369ad4d40f1b6b863c9354c2c0,13c1adb79e6ca8cd62675cb79411bdacc1013449ace8d46544d5bf3c9fd85ff7,31926e45fbf250bf153bf9daee9220077354fa890fa0629d9ecfb7a34b58cec9,dd5f64de2007bf957b58b04f153ff6b2404400506655244dda1c047656ebcd6b,108.97058823529412,4480,4881,4316
98,550,16364,577.56,1050.1090909090908,0.011962175369262695,0.3736280860425324,23.516587720279144,43.46666666666434,9.679831880336963,B1_open,0,16,16,0,100,5554c0987ae8d67a04d4fce6f975f2db00ea6d016b7038ddea16b67a0a883071,2dd90499abf7a828d776b6f037d4a0ecb3055726f31ae3cdac7424d15ea177d4,2f6b5b5ab659a672aec34e0dcd7fc16f83256af8ecca04be58f493530250cb7e,c99c3bfe48621438aac7e857a7f1c1cb5bd0792fc27fdc486a9d0a499f561089,128.6875,4480,4881,4836
99,635,18908,674.724,1062.5574803149607,0.013906002044677734,0.38215834567378887,23.43412164063324,42.46666666666745,8.065565141143336,B1_open,0,10,10,0,100,cd084de172a84b03f1c9cfc1abc57d3976bda605a773e3929068ea1d5e5dade3,1385294b4239133f063bd4d0b6d4f04de02d3917544944cae65959b494fc5b1f,c4014e4dc868b1e92a9c5254ea2df58f764a69079958e5fd3ae81b82c3262a48,199f59649e29f07609a8cafa17c6f35ac1fdcc1b7359d2759b1b37730a95176c,104.8,4480,4881,5602
100,700,20695,713.088,1018.6971428571428,0.0152740478515625,0.3811947330273013,25.064078399230322,48.31538461538948,36.8481368799105,B1_open,0,8,8,0,100,2d4c97d0d371447b22577553f1da02bfb2ff3abb90331f34671e3163b7dcf5e9,823f03381c742bb63dfedc587bd24609bca798838d54976a6ee59f78580b5773,070007d4b2267f08e12425f3073fda6039fdfec7c85569335d8a1b1907c649bb,b6037c9a120ac7e56f2ae8e5a080c716440be49535c04c498f5a87433f158e34,122.0,4480,4881,6008
101,629,19602,656.172,1043.1987281399047,0.013501405715942383,0.38184879093970003,23.90398235928067,44.818717948717925,13.873415066455799,B1_open,0,16,16,0,100,bc751e31df107af07e834a7b687827676d646d34486903dd682920a6d1d4d196,33389e96712f7fc2b55d47728bfb819af31fb3e7b7ea7351f5cb03b0a33fc2cd,13f35e9bc49a3d607aa67349e00042e2eb94c8251d2847b452e49aa1b50583c7,d449aebcd390c0c30af5e284471c0870210d83deaba85209922cf01d1a57c5e5,104.25,4480,4881,5590
102,665,18561,649.368,976.4932330827068,0.01427149772644043,0.3787659608857281,21.58900485742093,40.56666666666702,7.339803836414772,B1_open,0,2,2,0,100,57c9ec775009ab516335cc3beb8d6cc1c3e7d583a16cb288c1448071616247a3,2b15445acb1754a476760d5ac38611f53a5f6774f431b258b9aaa06bf5bb124a,998a7223692e88daf7540e0d9d05c68bacfcbd76c3e5488bf809ca8888dd7fc2,a4557550759ce16c2ada0341555b1b428d69966fa8321eef04841da45c158a8c,102.0,4480,4881,5434
103,507,17376,530.886,1047.112426035503,0.01127481460571289,0.3424752532228361,24.977148261496595,46.282381511950526,15.321902809646106,B1_open,0,0,0,0,100,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,998a7223692e88daf7540e0d9d05c68bacfcbd76c3e5488bf809ca8888dd7fc2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,4480,4881,4546
62,287,7530,232.536,810.2299651567944,0.005995988845825195,0.638074369189907,17.949017315369666,33.68716666666384,0.3461328251832957,A1_open,100,0,0,0,100,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,94d6fa2b9fcf63efe736966dbf780eda024d90f81180e3c0ad180bb8e683331e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,4253,4881,0
63,285,7192,224.442,787.5157894736842,0.005326271057128906,0.623206340378198,17.344222222222136,33.986666666666856,0.06227777777777899,A1_open,100,23,0,0,100,9ffc769c793f89e3fbf655c8a0b2083dc57841baee1578d3887015cd344866de,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,300234d8264288375662f186df5d2c6816144231f0c5fb16f1be723de41ac7f4,e725650b2fe7fdf2212de6ac9faa478304246c37bad575e2e04272b0f756211e,151.02173913043478,4276,4881,90
64,292,7245,217.392,744.4931506849315,0.005309104919433594,0.640272601794341,16.594920749912397,32.21666666666716,0.2502809829059202,A1_open,100,8,0,0,100,01213a15f6027cedaf168ed4cf1b1204b4fe7724ff25b6e86de6f00e948f082e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a9198e58d063bbec63f974daf8a98fa99bf63b576336efd67441458bc5bc961c,d32061f84fd357bab9a5ccf9d51d002f7b83ff08d081e00b3bd751f80fc3ef53,152.0,4284,4881,188
65,338,7966,246.276,728.6272189349113,0.00698089599609375,0.6430831031885513,16.54501821626858,31.889999999997773,2.6658248405363945,A1_open,100,0,0,0,100,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a9198e58d063bbec63f974daf8a98fa99bf63b576336efd67441458bc5bc961c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,4284,4881,207
66,324,8224,250.188,772.1851851851852,0.005919218063354492,0.650705252918288,17.31094682306068,32.806666666667944,1.138001733417457,A1_open,100,8,0,0,100,cfc9ccf9e99e7c3caea4035635a65b63c37ff5cab2ac861e7edc12fb9825ad07,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,16c2ca91eb98cf5b69061bf2001fe4a5a41ea25ae5aa7c827461f2b4a7d1ca88,5b6150685696be92239d57700cae7baaed7521eafec42e95e8c1c24f683bac28,152.5,4292,4881,201
67,354,8629,263.01,742.9661016949152,0.007046937942504883,0.6548644107080774,16.76595802026077,34.25666666666628,1.8913745417619607,A1_open,100,2,0,0,100,5406d4bec75e616a7b59137b3d05b06d5cdea8988c4c5e8c75e889fbeac90399,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,80e60c703fb27e4df1a00b7c9abf1bb44fc5e7ea76a8bf44600d3a7a42fedd43,0aa7ee0914ed964e95ce43e23f3d91070b0834d766af202eb36d74dfa85278fe,152.5,4294,4881,309
68,313,7633,244.332,780.6134185303514,0.005871772766113281,0.6470358967640508,17.1568541701517,30.999999999998543,0.42881147651351564,A1_open,100,4,0,0,100,9d111ae5162dde85d5a8f808cded43e8836d2da173ecf303ed86d941d83fb025,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6e330fdc9b287f454781212027682d4b860f8a4bf0d45df7225bffcc2802a0a4,0dfb7202296bfdb7e616c9f9622e72c3ded822fbf267685d4a8a15132993551f,153.0,4298,4881,234
69,366,7305,274.086,748.8688524590164,0.007370948791503906,0.6537132101300479,16.077778438845975,28.799999999999514,1.6477818102946,A1_open,100,9,0,0,100,829e346b84affc88e191d9e16f76eb1c6db65a9b0eb0e6470e76fcd367ebfeae,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e40216fb8c34a50a2f448cd88813df057492fc56d03832334d4ce842d3de5eb0,1fc49d40d67fb0a38f7a13a2cb20c5f7895eacc48574d1331da8d659354c19d7,153.5,4307,4881,419
70,271,7825,212.292,783.3653136531366,0.005391836166381836,0.6325654952076677,18.30970208456839,33.93333333332945,1.9927099708570475,A1_open,99,31,0,0,100,5b5217455721ed5bb378b602e065a770d2a4051f4d42176730aa8dd74a80c274,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dfb4483c98202e675dcecc0c046a4f1a6d424d1748c0edaddd9537774415a8b8,dd2ac6c849b71037dc8848f934fb2870c75820cf8ca6f51da97d91bd85e9fbe7,154.7258064516129,4338,4881,470
71,215,4681,160.596,746.9581395348837,0.004099607467651367,0.6215178380687887,16.34512600942149,34.360000000002906,0.9572570893159122,A1_open,100,13,0,0,100,07dcca1ce0d89316d0860cfbe66ecc7c2c039c25d48988ef798d8b86ebfde051,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8d29593022936be64e561b719d5a9b6a2952c4e6ec5cfc8a099ff2ff66273ed4,1a8517d3fcaf7b5600b2687c54a1ab230103caae50050eb5287719635e2a55eb,156.34615384615384,4351,4881,316
72,365,7788,259.5,710.9589041095891,0.012466907501220703,0.6384180790960452,15.527385785641302,28.75333333333347,0.741596862650822,A1_open,100,19,0,0,100,f1692aedfe0f9cb8a70870599f2837b52493db723e09d4078fe57dfada4a2a7d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a29229d41c28b4f6c8f9db6d2a80647d410a7d0cbd6f5e8705044e5342ad1692,12273822e1706f664ceca2f376457aff107c9084d02a5090545e70cbcf667531,157.55263157894737,4370,4881,798
